Temperature,Humidity,Moisture,CO2,Status
21.76,78.96,17.67,356.53,Critical
30.75,50.2,11.17,291.75,Safe
22.22,87.89,15.03,270.04,Warning
32.26,82.5,15.12,345.45,Critical
31.67,54.8,9.88,309.78,Warning
32.74,76.73,15.48,363.28,Warning
33.23,89.05,16.74,452.94,Critical
24.52,60.55,10.89,232.9,Safe
31.17,84.91,17.94,439.04,Critical
33.9,53.01,10.57,345.85,Warning
33.41,68.73,13.06,397.42,Safe
24.17,73.62,14.89,373.5,Warning
34.17,76.21,17.33,365.26,Critical
22.6,86.67,16.65,301.64,Critical
32.41,58.12,11.03,310.23,Safe
23.28,62.29,14.68,329.94,Safe
22.95,85.05,18.48,280.39,Critical
37.88,57.48,8.67,448.05,Safe
27.04,54.73,11.25,303.36,Safe
24.24,65.88,12.76,279.6,Warning
25.45,53.91,11.67,349.97,Safe
28.45,61.76,11.77,358.4,Safe
30.59,69.74,13.55,402.64,Safe
39.18,58.78,9.07,362.86,Warning
25.32,52.63,8.13,250.08,Safe
32.4,78.63,15.08,335.61,Warning
29.9,56.84,9.59,368.85,Warning
34.68,53.77,10.77,432.73,Safe
34.78,84.1,17.95,384.79,Critical
33.63,56.67,10.33,380.78,Warning
33.32,67.12,10.55,461.85,Warning
23.41,80.41,13.14,276.14,Warning
29.48,50.04,12.25,351.66,Safe
36.38,72.69,17.48,504.86,Critical
35.1,81.01,13.8,468.62,Warning
29.05,79.39,18.82,345.77,Warning
25.07,68.35,15.64,297.08,Warning
37.83,80.98,18.34,534.35,Critical
31.91,54.51,12.02,415.71,Safe
22.96,66.41,11.6,366.65,Warning
29.96,59.77,13.4,442.33,Warning
24.13,53.57,13.24,287.94,Safe
22.16,60.96,12.95,293.54,Safe
38.25,89.49,20.15,431.24,Critical
38.21,63.95,11.78,455.26,Safe
26.19,51.64,10.45,289.07,Safe
32.25,67.34,13.2,463.4,Safe
25.77,88.78,17.75,376.13,Critical
29.33,56.01,14.0,383.11,Safe
26.07,61.53,14.1,253.69,Safe
20.82,61.32,12.82,200.81,Safe
26.12,67.21,14.4,253.3,Warning
22.75,85.15,18.74,321.52,Critical
39.17,72.43,17.21,511.86,Critical
39.92,57.87,12.09,392.56,Warning
20.64,87.32,15.96,314.76,Warning
27.72,65.96,15.62,418.19,Warning
31.94,56.93,11.0,434.55,Safe
33.67,57.98,9.41,392.44,Safe
26.1,61.89,14.94,329.48,Safe
23.67,81.3,18.26,263.37,Critical
30.53,77.77,15.58,412.83,Safe
29.37,67.11,12.95,344.09,Safe
38.25,51.06,11.81,375.7,Warning
22.81,86.27,18.97,335.8,Critical
27.46,74.84,17.37,421.9,Warning
35.11,65.71,12.56,334.85,Critical
29.2,52.17,7.76,383.58,Safe
26.67,53.9,9.52,311.33,Safe
26.63,52.43,11.93,353.86,Safe
34.79,52.12,8.65,334.21,Warning
34.81,69.81,12.3,437.71,Warning
26.02,62.44,15.42,258.33,Safe
29.7,77.51,13.19,282.96,Critical
37.6,70.79,12.64,375.78,Warning
36.65,67.75,10.88,360.39,Safe
29.67,57.36,9.88,401.74,Warning
36.43,77.25,17.61,471.1,Critical
28.65,75.45,13.2,403.47,Critical
24.81,70.46,15.29,276.61,Warning
25.8,76.7,18.09,347.32,Warning
27.82,77.91,13.23,331.05,Warning
28.5,51.12,9.97,345.12,Safe
20.22,62.11,13.29,331.57,Safe
32.4,51.71,12.78,461.95,Safe
37.65,68.33,10.72,375.43,Critical
37.12,70.13,13.12,469.8,Safe
30.26,56.98,9.3,374.05,Warning
29.19,84.35,14.71,411.04,Critical
26.06,65.76,15.65,362.07,Warning
39.25,74.23,12.93,490.51,Critical
35.51,71.02,11.98,386.85,Critical
26.96,74.7,14.36,268.59,Safe
24.63,76.61,15.32,351.59,Safe
35.2,89.25,19.7,487.72,Critical
24.73,85.99,15.24,386.3,Safe
38.45,52.48,9.0,355.49,Warning
35.0,67.66,12.78,434.91,Warning
38.47,62.85,13.76,433.92,Critical
31.48,57.99,10.11,355.35,Warning
24.51,79.69,15.54,327.36,Warning
35.8,53.44,7.83,470.72,Warning
24.07,82.4,18.84,312.43,Critical
28.16,71.86,11.8,290.25,Warning
23.8,58.3,13.63,306.29,Safe
27.13,85.99,19.32,416.16,Warning
28.55,65.04,10.43,270.15,Warning
